country,hazard,rp,income_cat,fa,v,shew
Algeria,flood,1.0,nonpoor,0.000631064251395,0.1,0.0
Algeria,flood,1.0,poor,0.000702718205609,0.5503924,0.0
Algeria,flood,20.0,nonpoor,0.00560451198671,0.1,0.0
Algeria,flood,20.0,poor,0.00624087420245,0.5503924,0.0
Algeria,flood,50.0,nonpoor,0.0133492194196,0.1,0.0
Algeria,flood,50.0,poor,0.0148649515419,0.5503924,0.0
Algeria,flood,100.0,nonpoor,0.0187610972939,0.1,0.0
Algeria,flood,100.0,poor,0.0208913190638,0.5503924,0.0
Algeria,flood,250.0,nonpoor,0.0399375482109,0.1,0.0
Algeria,flood,250.0,poor,0.0444722421737,0.5503924,0.0
Algeria,flood,500.0,nonpoor,0.0497175843781,0.1,0.0
Algeria,flood,500.0,poor,0.0553627488868,0.5503924,0.0
Algeria,flood,1000.0,nonpoor,0.0584637267577,0.1,0.0
Algeria,flood,1000.0,poor,0.0651019687292,0.5503924,0.0
Algeria,flood,1500.0,nonpoor,0.0613648140433,0.1,0.0
Algeria,flood,1500.0,poor,0.0683324588847,0.5503924,0.0
Algeria,flood,2000.0,nonpoor,0.880015787364,0.772814436232,0.0
Algeria,flood,2000.0,poor,0.979936850546,0.99,0.0
Algeria,surge,1.0,nonpoor,0.0,0.1,0.0
Algeria,surge,1.0,poor,0.0,0.5503924,0.0
Algeria,surge,20.0,nonpoor,0.0,0.1,0.0
Algeria,surge,20.0,poor,0.0,0.5503924,0.0
Algeria,surge,50.0,nonpoor,0.0,0.1,0.0
Algeria,surge,50.0,poor,0.0,0.5503924,0.0
Algeria,surge,100.0,nonpoor,0.0,0.1,0.0
Algeria,surge,100.0,poor,0.0,0.5503924,0.0
Algeria,surge,250.0,nonpoor,0.0,0.1,0.0
Algeria,surge,250.0,poor,0.0,0.5503924,0.0
Algeria,surge,500.0,nonpoor,0.0,0.1,0.0
Algeria,surge,500.0,poor,0.0,0.5503924,0.0
Algeria,surge,1000.0,nonpoor,0.0,0.1,0.0
Algeria,surge,1000.0,poor,0.0,0.5503924,0.0
Algeria,surge,1500.0,nonpoor,0.0,0.1,0.0
Algeria,surge,1500.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,1.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,1.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,20.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,20.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,50.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,50.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,100.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,100.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,250.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,250.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,500.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,500.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,1000.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,1000.0,poor,0.0,0.5503924,0.0
Algeria,tsunami,1500.0,nonpoor,0.0,0.1,0.0
Algeria,tsunami,1500.0,poor,0.0,0.5503924,0.0
Algeria,wind,1.0,nonpoor,0.0,0.1,0.0
Algeria,wind,1.0,poor,0.0,0.5503924,0.0
Algeria,wind,20.0,nonpoor,0.0,0.1,0.0
Algeria,wind,20.0,poor,0.0,0.5503924,0.0
Algeria,wind,50.0,nonpoor,0.0,0.1,0.0
Algeria,wind,50.0,poor,0.0,0.5503924,0.0
Algeria,wind,100.0,nonpoor,0.0,0.1,0.0
Algeria,wind,100.0,poor,0.0,0.5503924,0.0
Algeria,wind,250.0,nonpoor,0.0,0.1,0.0
Algeria,wind,250.0,poor,0.0,0.5503924,0.0
Algeria,wind,500.0,nonpoor,0.0,0.1,0.0
Algeria,wind,500.0,poor,0.0,0.5503924,0.0
Algeria,wind,1000.0,nonpoor,0.0,0.1,0.0
Algeria,wind,1000.0,poor,0.0,0.5503924,0.0
Algeria,wind,1500.0,nonpoor,0.0,0.1,0.0
Algeria,wind,1500.0,poor,0.0,0.5503924,0.0
Angola,earthquake,1.0,nonpoor,1.69352983803e-05,0.7,0.0
Angola,earthquake,1.0,poor,1.69352983803e-05,0.3,0.0
Angola,earthquake,20.0,nonpoor,9.21165107164e-05,0.7,0.0
Angola,earthquake,20.0,poor,9.21165107164e-05,0.3,0.0
Angola,earthquake,50.0,nonpoor,0.000298353748606,0.7,0.0
Angola,earthquake,50.0,poor,0.000298353748606,0.3,0.0
Angola,earthquake,100.0,nonpoor,0.000568344647863,0.7,0.0
Angola,earthquake,100.0,poor,0.000568344647863,0.3,0.0
Angola,earthquake,250.0,nonpoor,0.00139638924964,0.7,0.0
Angola,earthquake,250.0,poor,0.00139638924964,0.3,0.0
Angola,earthquake,500.0,nonpoor,0.00278508120684,0.7,0.0
Angola,earthquake,500.0,poor,0.00278508120684,0.3,0.0
Angola,earthquake,1000.0,nonpoor,0.00535321589934,0.7,0.0
Angola,earthquake,1000.0,poor,0.00535321589934,0.3,0.0
Angola,earthquake,1500.0,nonpoor,0.00754769724319,0.7,0.0
Angola,earthquake,1500.0,poor,0.00754769724319,0.3,0.0
Angola,earthquake,2000.0,nonpoor,0.9,0.99,0.0
Angola,earthquake,2000.0,poor,0.9,0.486438679245,0.0
Angola,flood,1.0,nonpoor,0.000367012522457,0.7,0.0
Angola,flood,1.0,poor,0.00189903727216,0.3,0.0
Angola,flood,20.0,nonpoor,0.00522086047243,0.7,0.0
Angola,flood,20.0,poor,0.0270143606096,0.3,0.0
Angola,flood,50.0,nonpoor,0.00920030294596,0.7,0.0
Angola,flood,50.0,poor,0.0476052372617,0.3,0.0
Angola,flood,100.0,nonpoor,0.0102086687682,0.7,0.0
Angola,flood,100.0,poor,0.052822836562,0.3,0.0
Angola,flood,250.0,nonpoor,0.0113022122578,0.7,0.0
Angola,flood,250.0,poor,0.0584811716828,0.3,0.0
Angola,flood,500.0,nonpoor,0.0131076346602,0.7,0.0
Angola,flood,500.0,poor,0.0678229903518,0.3,0.0
Angola,flood,1000.0,nonpoor,0.0157268016184,0.7,0.0
Angola,flood,1000.0,poor,0.0813753771814,0.3,0.0
Angola,flood,1500.0,nonpoor,0.0172406439536,0.7,0.0
Angola,flood,1500.0,poor,0.0892084696315,0.3,0.0
Angola,flood,2000.0,nonpoor,0.4905,0.99,0.0
Angola,flood,2000.0,poor,2.538,0.486438679245,0.0
Angola,surge,1.0,nonpoor,0.0,0.7,0.0
Angola,surge,1.0,poor,0.0,0.3,0.0
Angola,surge,20.0,nonpoor,0.0,0.7,0.0
Angola,surge,20.0,poor,0.0,0.3,0.0
Angola,surge,50.0,nonpoor,0.0,0.7,0.0
Angola,surge,50.0,poor,0.0,0.3,0.0
Angola,surge,100.0,nonpoor,0.0,0.7,0.0
Angola,surge,100.0,poor,0.0,0.3,0.0
Angola,surge,250.0,nonpoor,0.0,0.7,0.0
Angola,surge,250.0,poor,0.0,0.3,0.0
Angola,surge,500.0,nonpoor,0.0,0.7,0.0
Angola,surge,500.0,poor,0.0,0.3,0.0
Angola,surge,1000.0,nonpoor,0.0,0.7,0.0
Angola,surge,1000.0,poor,0.0,0.3,0.0
Angola,surge,1500.0,nonpoor,0.0,0.7,0.0
Angola,surge,1500.0,poor,0.0,0.3,0.0
Angola,tsunami,1.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,1.0,poor,0.0,0.3,0.0
Angola,tsunami,20.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,20.0,poor,0.0,0.3,0.0
Angola,tsunami,50.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,50.0,poor,0.0,0.3,0.0
Angola,tsunami,100.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,100.0,poor,0.0,0.3,0.0
Angola,tsunami,250.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,250.0,poor,0.0,0.3,0.0
Angola,tsunami,500.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,500.0,poor,0.0,0.3,0.0
Angola,tsunami,1000.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,1000.0,poor,0.0,0.3,0.0
Angola,tsunami,1500.0,nonpoor,0.0,0.7,0.0
Angola,tsunami,1500.0,poor,0.0,0.3,0.0
Angola,wind,1.0,nonpoor,0.0,0.7,0.0
Angola,wind,1.0,poor,0.0,0.3,0.0
Angola,wind,20.0,nonpoor,0.0,0.7,0.0
Angola,wind,20.0,poor,0.0,0.3,0.0
Angola,wind,50.0,nonpoor,0.0,0.7,0.0
Angola,wind,50.0,poor,0.0,0.3,0.0
Angola,wind,100.0,nonpoor,0.0,0.7,0.0
Angola,wind,100.0,poor,0.0,0.3,0.0
Angola,wind,250.0,nonpoor,0.0,0.7,0.0
Angola,wind,250.0,poor,0.0,0.3,0.0
Angola,wind,500.0,nonpoor,0.0,0.7,0.0
Angola,wind,500.0,poor,0.0,0.3,0.0
Angola,wind,1000.0,nonpoor,0.0,0.7,0.0
Angola,wind,1000.0,poor,0.0,0.3,0.0
Angola,wind,1500.0,nonpoor,0.0,0.7,0.0
Angola,wind,1500.0,poor,0.0,0.3,0.0
Antigua and Barbuda,earthquake,1.0,nonpoor,0.0122204389676,0.2175,0.0
Antigua and Barbuda,earthquake,1.0,poor,0.0122204389676,0.3,0.0
Antigua and Barbuda,earthquake,20.0,nonpoor,0.107847767131,0.2175,0.0
Antigua and Barbuda,earthquake,20.0,poor,0.107847767131,0.3,0.0
Antigua and Barbuda,earthquake,50.0,nonpoor,0.23700891722,0.2175,0.0
Antigua and Barbuda,earthquake,50.0,poor,0.23700891722,0.3,0.0
Antigua and Barbuda,earthquake,100.0,nonpoor,0.358038484731,0.2175,0.0
Antigua and Barbuda,earthquake,100.0,poor,0.358038484731,0.3,0.0
Antigua and Barbuda,earthquake,250.0,nonpoor,0.5382946645,0.2175,0.0
Antigua and Barbuda,earthquake,250.0,poor,0.5382946645,0.3,0.0
Antigua and Barbuda,earthquake,500.0,nonpoor,0.689984177481,0.2175,0.0
Antigua and Barbuda,earthquake,500.0,poor,0.689984177481,0.3,0.0
Antigua and Barbuda,earthquake,1000.0,nonpoor,0.832224659763,0.2175,0.0
Antigua and Barbuda,earthquake,1000.0,poor,0.832224659763,0.3,0.0
Antigua and Barbuda,earthquake,1500.0,nonpoor,0.9,0.224741462432,0.0
Antigua and Barbuda,earthquake,1500.0,poor,0.9,0.309988224044,0.0
Antigua and Barbuda,earthquake,2000.0,nonpoor,0.9,0.99,0.0
Antigua and Barbuda,earthquake,2000.0,poor,0.9,0.99,0.0
Antigua and Barbuda,surge,1.0,nonpoor,0.0218509724031,0.2175,0.0
Antigua and Barbuda,surge,1.0,poor,0.0243320328857,0.3,0.0
Antigua and Barbuda,surge,20.0,nonpoor,0.31790495922,0.2175,0.0
Antigua and Barbuda,surge,20.0,poor,0.354001358821,0.3,0.0
Antigua and Barbuda,surge,50.0,nonpoor,0.597221333309,0.2175,0.0
Antigua and Barbuda,surge,50.0,poor,0.665032606057,0.3,0.0
Antigua and Barbuda,surge,100.0,nonpoor,0.847410195993,0.2175,0.0
Antigua and Barbuda,surge,100.0,poor,0.943629069507,0.3,0.0
Antigua and Barbuda,surge,250.0,nonpoor,0.880015787364,0.292613706008,0.0
Antigua and Barbuda,surge,250.0,poor,0.979936850546,0.403605111735,0.0
Antigua and Barbuda,surge,500.0,nonpoor,0.880015787364,0.332643330326,0.0
Antigua and Barbuda,surge,500.0,poor,0.979936850546,0.458818386657,0.0
Antigua and Barbuda,surge,1000.0,nonpoor,0.880015787364,0.387086873985,0.0
Antigua and Barbuda,surge,1000.0,poor,0.979936850546,0.533912929634,0.0
Antigua and Barbuda,surge,1500.0,nonpoor,0.880015787364,0.396118346822,0.0
Antigua and Barbuda,surge,1500.0,poor,0.979936850546,0.546370133548,0.0
Antigua and Barbuda,surge,2000.0,nonpoor,0.880015787364,0.99,0.0
Antigua and Barbuda,surge,2000.0,poor,0.979936850546,0.99,0.0
Antigua and Barbuda,tsunami,1.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,tsunami,1.0,poor,0.0,0.3,0.0
Antigua and Barbuda,tsunami,20.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,tsunami,20.0,poor,0.0,0.3,0.0
Antigua and Barbuda,tsunami,50.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,tsunami,50.0,poor,0.0,0.3,0.0
Antigua and Barbuda,tsunami,100.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,tsunami,100.0,poor,0.0,0.3,0.0
Antigua and Barbuda,tsunami,250.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,tsunami,250.0,poor,0.0,0.3,0.0
Antigua and Barbuda,tsunami,500.0,nonpoor,0.00180783159019,0.2175,0.0
Antigua and Barbuda,tsunami,500.0,poor,0.00180783159019,0.3,0.0
Antigua and Barbuda,tsunami,1000.0,nonpoor,0.00779490139086,0.2175,0.0
Antigua and Barbuda,tsunami,1000.0,poor,0.00779490139086,0.3,0.0
Antigua and Barbuda,tsunami,1500.0,nonpoor,0.0136282689106,0.2175,0.0
Antigua and Barbuda,tsunami,1500.0,poor,0.0136282689106,0.3,0.0
Antigua and Barbuda,tsunami,2000.0,nonpoor,0.9,0.99,0.0
Antigua and Barbuda,tsunami,2000.0,poor,0.9,0.99,0.0
Antigua and Barbuda,wind,1.0,nonpoor,0.0608830983356,0.2175,0.0
Antigua and Barbuda,wind,1.0,poor,0.0608830983356,0.3,0.0
Antigua and Barbuda,wind,20.0,nonpoor,0.641648469705,0.2175,0.0
Antigua and Barbuda,wind,20.0,poor,0.641648469705,0.3,0.0
Antigua and Barbuda,wind,50.0,nonpoor,0.9,0.540572385922,0.0
Antigua and Barbuda,wind,50.0,poor,0.9,0.74561708403,0.0
Antigua and Barbuda,wind,100.0,nonpoor,0.9,0.674694887058,0.0
Antigua and Barbuda,wind,100.0,poor,0.9,0.930613637321,0.0
Antigua and Barbuda,wind,250.0,nonpoor,0.9,0.763987251286,0.0
Antigua and Barbuda,wind,250.0,poor,0.9,0.99,0.0
Antigua and Barbuda,wind,500.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,wind,500.0,poor,0.0,0.3,0.0
Antigua and Barbuda,wind,1000.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,wind,1000.0,poor,0.0,0.3,0.0
Antigua and Barbuda,wind,1500.0,nonpoor,0.0,0.2175,0.0
Antigua and Barbuda,wind,1500.0,poor,0.0,0.3,0.0
Antigua and Barbuda,wind,2000.0,nonpoor,0.9,0.99,0.0
Antigua and Barbuda,wind,2000.0,poor,0.9,0.99,0.0
Argentina,earthquake,1.0,nonpoor,0.00138549619182,0.3973657375,0.0
Argentina,earthquake,1.0,poor,0.00138549619182,0.7,0.0
Argentina,earthquake,20.0,nonpoor,0.00616519848307,0.3973657375,0.0
Argentina,earthquake,20.0,poor,0.00616519848307,0.7,0.0
Argentina,earthquake,50.0,nonpoor,0.0124455837002,0.3973657375,0.0
Argentina,earthquake,50.0,poor,0.0124455837002,0.7,0.0
Argentina,earthquake,100.0,nonpoor,0.0185558090946,0.3973657375,0.0
Argentina,earthquake,100.0,poor,0.0185558090946,0.7,0.0
Argentina,earthquake,250.0,nonpoor,0.0277158099078,0.3973657375,0.0
Argentina,earthquake,250.0,poor,0.0277158099078,0.7,0.0
Argentina,earthquake,500.0,nonpoor,0.0348287402192,0.3973657375,0.0
Argentina,earthquake,500.0,poor,0.0348287402192,0.7,0.0
Argentina,earthquake,1000.0,nonpoor,0.0420111167004,0.3973657375,0.0
Argentina,earthquake,1000.0,poor,0.0420111167004,0.7,0.0
Argentina,earthquake,1500.0,nonpoor,0.0462306265936,0.3973657375,0.0
Argentina,earthquake,1500.0,poor,0.0462306265936,0.7,0.0
Argentina,earthquake,2000.0,nonpoor,0.9,0.99,0.0
Argentina,earthquake,2000.0,poor,0.9,0.99,0.0
Argentina,flood,1.0,nonpoor,0.000669500251229,0.3973657375,0.0
Argentina,flood,1.0,poor,0.000745518406658,0.7,0.0
Argentina,flood,20.0,nonpoor,0.00523444177022,0.3973657375,0.0
Argentina,flood,20.0,poor,0.00582878450174,0.7,0.0
Argentina,flood,50.0,nonpoor,0.00973440117271,0.3973657375,0.0
Argentina,flood,50.0,poor,0.0108396901102,0.7,0.0
Argentina,flood,100.0,nonpoor,0.0139465027502,0.3973657375,0.0
Argentina,flood,100.0,poor,0.0155300531847,0.7,0.0
Argentina,flood,250.0,nonpoor,0.0208523591727,0.3973657375,0.0
Argentina,flood,250.0,poor,0.0232200324898,0.7,0.0
Argentina,flood,500.0,nonpoor,0.0275515158284,0.3973657375,0.0
Argentina,flood,500.0,poor,0.0306798423805,0.7,0.0
Argentina,flood,1000.0,nonpoor,0.0359017772935,0.3973657375,0.0
Argentina,flood,1000.0,poor,0.0399782311581,0.7,0.0
Argentina,flood,1500.0,nonpoor,0.0387265231571,0.3973657375,0.0
Argentina,flood,1500.0,poor,0.0431237117335,0.7,0.0
Argentina,flood,2000.0,nonpoor,0.880015787364,0.99,0.0
Argentina,flood,2000.0,poor,0.979936850546,0.99,0.0
Argentina,surge,1.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,1.0,poor,0.0,0.7,0.0
Argentina,surge,20.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,20.0,poor,0.0,0.7,0.0
Argentina,surge,50.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,50.0,poor,0.0,0.7,0.0
Argentina,surge,100.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,100.0,poor,0.0,0.7,0.0
Argentina,surge,250.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,250.0,poor,0.0,0.7,0.0
Argentina,surge,500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,500.0,poor,0.0,0.7,0.0
Argentina,surge,1000.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,1000.0,poor,0.0,0.7,0.0
Argentina,surge,1500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,surge,1500.0,poor,0.0,0.7,0.0
Argentina,tsunami,1.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,1.0,poor,0.0,0.7,0.0
Argentina,tsunami,20.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,20.0,poor,0.0,0.7,0.0
Argentina,tsunami,50.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,50.0,poor,0.0,0.7,0.0
Argentina,tsunami,100.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,100.0,poor,0.0,0.7,0.0
Argentina,tsunami,250.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,250.0,poor,0.0,0.7,0.0
Argentina,tsunami,500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,500.0,poor,0.0,0.7,0.0
Argentina,tsunami,1000.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,1000.0,poor,0.0,0.7,0.0
Argentina,tsunami,1500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,tsunami,1500.0,poor,0.0,0.7,0.0
Argentina,wind,1.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,1.0,poor,0.0,0.7,0.0
Argentina,wind,20.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,20.0,poor,0.0,0.7,0.0
Argentina,wind,50.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,50.0,poor,0.0,0.7,0.0
Argentina,wind,100.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,100.0,poor,0.0,0.7,0.0
Argentina,wind,250.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,250.0,poor,0.0,0.7,0.0
Argentina,wind,500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,500.0,poor,0.0,0.7,0.0
Argentina,wind,1000.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,1000.0,poor,0.0,0.7,0.0
Argentina,wind,1500.0,nonpoor,0.0,0.3973657375,0.0
Argentina,wind,1500.0,poor,0.0,0.7,0.0
Armenia,earthquake,1.0,nonpoor,0.00528799739058,0.2375,0.0
Armenia,earthquake,1.0,poor,0.00528799739058,0.3,0.0
Armenia,earthquake,20.0,nonpoor,0.0199929867929,0.2375,0.0
Armenia,earthquake,20.0,poor,0.0199929867929,0.3,0.0
Armenia,earthquake,50.0,nonpoor,0.0495054148031,0.2375,0.0
Armenia,earthquake,50.0,poor,0.0495054148031,0.3,0.0
Armenia,earthquake,100.0,nonpoor,0.0926381325737,0.2375,0.0
Armenia,earthquake,100.0,poor,0.0926381325737,0.3,0.0
Armenia,earthquake,250.0,nonpoor,0.195648999696,0.2375,0.0
Armenia,earthquake,250.0,poor,0.195648999696,0.3,0.0
Armenia,earthquake,500.0,nonpoor,0.307641049163,0.2375,0.0
Armenia,earthquake,500.0,poor,0.307641049163,0.3,0.0
Armenia,earthquake,1000.0,nonpoor,0.452731518867,0.2375,0.0
Armenia,earthquake,1000.0,poor,0.452731518867,0.3,0.0
Armenia,earthquake,1500.0,nonpoor,0.533356937517,0.2375,0.0
Armenia,earthquake,1500.0,poor,0.533356937517,0.3,0.0
Armenia,earthquake,2000.0,nonpoor,0.9,0.99,0.0
Armenia,earthquake,2000.0,poor,0.9,0.99,0.0
Armenia,flood,1.0,nonpoor,0.00140920534869,0.2375,0.0
