country,hazard,rp,income_cat,fa,v,shew
Albania,wind,50.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,50.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,100.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,100.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,250.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,250.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,500.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,500.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,1000.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,1000.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,1500.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,1500.0,nonpoor,0.0,0.6999999999999998,0.0
Albania,wind,2000.0,poor,0.0,0.35149999999999987,0.0
Albania,wind,2000.0,nonpoor,0.0,0.6999999999999998,0.0
Algeria,earthquake,1.0,poor,0.005888432822120851,0.10000000000000002,0.0
Algeria,earthquake,1.0,nonpoor,0.005888432822120851,0.5503924,0.0
Algeria,earthquake,20.0,poor,0.0231717774286909,0.10000000000000002,0.0
Algeria,earthquake,20.0,nonpoor,0.0231717774286909,0.5503924,0.0
Algeria,earthquake,50.0,poor,0.04468975612507338,0.10000000000000002,0.0
Algeria,earthquake,50.0,nonpoor,0.04468975612507338,0.5503924,0.0
Algeria,earthquake,100.0,poor,0.0690249040419805,0.10000000000000002,0.0
Algeria,earthquake,100.0,nonpoor,0.0690249040419805,0.5503924,0.0
Algeria,earthquake,250.0,poor,0.11319141690583265,0.10000000000000002,0.0
Algeria,earthquake,250.0,nonpoor,0.11319141690583265,0.5503924,0.0
Algeria,earthquake,500.0,poor,0.15333129277497703,0.10000000000000002,0.0
Algeria,earthquake,500.0,nonpoor,0.15333129277497703,0.5503924,0.0
Algeria,earthquake,1000.0,poor,0.19827458397286854,0.10000000000000002,0.0
Algeria,earthquake,1000.0,nonpoor,0.19827458397286854,0.5503924,0.0
Algeria,earthquake,1500.0,poor,0.22624063540410627,0.10000000000000002,0.0
Algeria,earthquake,1500.0,nonpoor,0.22624063540410627,0.5503924,0.0
Algeria,earthquake,2000.0,poor,-3.046862147967369e-15,0.10000000000000002,0.0
Algeria,earthquake,2000.0,nonpoor,-3.046862147967369e-15,0.5503924,0.0
Algeria,flood,1.0,poor,0.0006793632023557319,0.10000000000000002,0.6000000000000001
Algeria,flood,1.0,nonpoor,0.0006793632023557319,0.5503924,0.6000000000000001
Algeria,flood,20.0,poor,0.005731784429864013,0.10000000000000002,0.6000000000000001
Algeria,flood,20.0,nonpoor,0.005731784429864013,0.5503924,0.6000000000000001
Algeria,flood,50.0,poor,0.013652365844005743,0.10000000000000002,0.6000000000000001
Algeria,flood,50.0,nonpoor,0.013652365844005743,0.5503924,0.6000000000000001
Algeria,flood,100.0,poor,0.01918714164794175,0.10000000000000002,0.6000000000000001
Algeria,flood,100.0,nonpoor,0.01918714164794175,0.5503924,0.6000000000000001
Algeria,flood,250.0,poor,0.04084448700341938,0.10000000000000002,0.6000000000000001
Algeria,flood,250.0,nonpoor,0.04084448700341938,0.5503924,0.6000000000000001
Algeria,flood,500.0,poor,0.05084661727988557,0.10000000000000002,0.6000000000000001
Algeria,flood,500.0,nonpoor,0.05084661727988557,0.5503924,0.6000000000000001
Algeria,flood,1000.0,poor,0.059791375152015123,0.10000000000000002,0.6000000000000001
Algeria,flood,1000.0,nonpoor,0.059791375152015123,0.5503924,0.6000000000000001
Algeria,flood,1500.0,poor,0.06275834301152428,0.10000000000000002,0.6000000000000001
Algeria,flood,1500.0,nonpoor,0.06275834301152428,0.5503924,0.6000000000000001
Algeria,flood,2000.0,poor,-3.808577684959211e-16,0.10000000000000002,0.6000000000000001
Algeria,flood,2000.0,nonpoor,-3.808577684959211e-16,0.5503924,0.6000000000000001
Algeria,surge,1.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,20.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,20.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,50.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,50.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,100.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,100.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,250.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,250.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,1000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,1500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,1500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,surge,2000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,surge,2000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,1.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,20.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,20.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,50.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,50.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,100.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,100.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,250.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,250.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,1000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,1500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,1500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,tsunami,2000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,tsunami,2000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,1.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,20.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,20.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,50.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,50.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,100.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,100.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,250.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,250.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,1000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,1500.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,1500.0,nonpoor,0.0,0.5503924,0.6000000000000001
Algeria,wind,2000.0,poor,0.0,0.10000000000000002,0.6000000000000001
Algeria,wind,2000.0,nonpoor,0.0,0.5503924,0.6000000000000001
Angola,earthquake,1.0,poor,1.997619046331152e-05,0.6,0.0
Angola,earthquake,1.0,nonpoor,1.997619046331152e-05,0.6999999999999997,0.0
Angola,earthquake,20.0,poor,0.00010322405165180787,0.6,0.0
Angola,earthquake,20.0,nonpoor,0.00010322405165180787,0.6999999999999997,0.0
Angola,earthquake,50.0,poor,0.0003343296713808782,0.6,0.0
Angola,earthquake,50.0,nonpoor,0.0003343296713808782,0.6999999999999997,0.0
Angola,earthquake,100.0,poor,0.0006368764603730528,0.6,0.0
Angola,earthquake,100.0,nonpoor,0.0006368764603730528,0.6999999999999997,0.0
Angola,earthquake,250.0,poor,0.0015647678674556526,0.6,0.0
Angola,earthquake,250.0,nonpoor,0.0015647678674556526,0.6999999999999997,0.0
Angola,earthquake,500.0,poor,0.0031209102919031607,0.6,0.0
Angola,earthquake,500.0,nonpoor,0.0031209102919031607,0.6999999999999997,0.0
Angola,earthquake,1000.0,poor,0.005998714347718097,0.6,0.0
Angola,earthquake,1000.0,nonpoor,0.005998714347718097,0.6999999999999997,0.0
Angola,earthquake,1500.0,poor,0.008457809398376833,0.6,0.0
Angola,earthquake,1500.0,nonpoor,0.008457809398376833,0.6999999999999997,0.0
Angola,earthquake,2000.0,poor,1.1193035312247113e-17,0.6,0.0
Angola,earthquake,2000.0,nonpoor,1.1193035312247113e-17,0.6999999999999997,0.0
Angola,flood,1.0,poor,0.0007943359123586557,0.6,0.0
Angola,flood,1.0,nonpoor,0.0007943359123586557,0.6999999999999997,0.0
Angola,flood,20.0,poor,0.01073467763975275,0.6,0.0
Angola,flood,20.0,nonpoor,0.01073467763975275,0.6999999999999997,0.0
Angola,flood,50.0,poor,0.018916859937999454,0.6,0.0
Angola,flood,50.0,nonpoor,0.018916859937999454,0.6999999999999997,0.0
Angola,flood,100.0,poor,0.02099017373406684,0.6,0.0
Angola,flood,100.0,nonpoor,0.02099017373406684,0.6999999999999997,0.0
Angola,flood,250.0,poor,0.023238622415796415,0.6,0.0
Angola,flood,250.0,nonpoor,0.023238622415796415,0.6999999999999997,0.0
Angola,flood,500.0,poor,0.02695077438674174,0.6,0.0
Angola,flood,500.0,nonpoor,0.02695077438674174,0.6999999999999997,0.0
Angola,flood,1000.0,poor,0.03233607689174421,0.6,0.0
Angola,flood,1000.0,nonpoor,0.03233607689174421,0.6999999999999997,0.0
Angola,flood,1500.0,poor,0.03544870737714133,0.6,0.0
Angola,flood,1500.0,nonpoor,0.03544870737714133,0.6999999999999997,0.0
Angola,flood,2000.0,poor,-3.5817712999190763e-16,0.6,0.0
Angola,flood,2000.0,nonpoor,-3.5817712999190763e-16,0.6999999999999997,0.0
Angola,surge,1.0,poor,0.0,0.6,0.0
Angola,surge,1.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,20.0,poor,0.0,0.6,0.0
Angola,surge,20.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,50.0,poor,0.0,0.6,0.0
Angola,surge,50.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,100.0,poor,0.0,0.6,0.0
Angola,surge,100.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,250.0,poor,0.0,0.6,0.0
Angola,surge,250.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,500.0,poor,0.0,0.6,0.0
Angola,surge,500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,1000.0,poor,0.0,0.6,0.0
Angola,surge,1000.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,1500.0,poor,0.0,0.6,0.0
Angola,surge,1500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,surge,2000.0,poor,0.0,0.6,0.0
Angola,surge,2000.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,1.0,poor,0.0,0.6,0.0
Angola,tsunami,1.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,20.0,poor,0.0,0.6,0.0
Angola,tsunami,20.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,50.0,poor,0.0,0.6,0.0
Angola,tsunami,50.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,100.0,poor,0.0,0.6,0.0
Angola,tsunami,100.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,250.0,poor,0.0,0.6,0.0
Angola,tsunami,250.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,500.0,poor,0.0,0.6,0.0
Angola,tsunami,500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,1000.0,poor,0.0,0.6,0.0
Angola,tsunami,1000.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,1500.0,poor,0.0,0.6,0.0
Angola,tsunami,1500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,tsunami,2000.0,poor,0.0,0.6,0.0
Angola,tsunami,2000.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,1.0,poor,0.0,0.6,0.0
Angola,wind,1.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,20.0,poor,0.0,0.6,0.0
Angola,wind,20.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,50.0,poor,0.0,0.6,0.0
Angola,wind,50.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,100.0,poor,0.0,0.6,0.0
Angola,wind,100.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,250.0,poor,0.0,0.6,0.0
Angola,wind,250.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,500.0,poor,0.0,0.6,0.0
Angola,wind,500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,1000.0,poor,0.0,0.6,0.0
Angola,wind,1000.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,1500.0,poor,0.0,0.6,0.0
Angola,wind,1500.0,nonpoor,0.0,0.6999999999999997,0.0
Angola,wind,2000.0,poor,0.0,0.6,0.0
Angola,wind,2000.0,nonpoor,0.0,0.6999999999999997,0.0
Antigua and Barbuda,earthquake,1.0,poor,0.01286361996587796,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,1.0,nonpoor,0.01286361996587796,0.3,0.0
Antigua and Barbuda,earthquake,20.0,poor,0.10784776713103245,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,20.0,nonpoor,0.10784776713103245,0.3,0.0
Antigua and Barbuda,earthquake,50.0,poor,0.23700891722002662,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,50.0,nonpoor,0.23700891722002662,0.3,0.0
Antigua and Barbuda,earthquake,100.0,poor,0.35803848473130956,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,100.0,nonpoor,0.35803848473130956,0.3,0.0
Antigua and Barbuda,earthquake,250.0,poor,0.5382946645007747,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,250.0,nonpoor,0.5382946645007747,0.3,0.0
Antigua and Barbuda,earthquake,500.0,poor,0.689984177482834,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,500.0,nonpoor,0.689984177482834,0.3,0.0
Antigua and Barbuda,earthquake,1000.0,poor,0.8322246597647805,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,1000.0,nonpoor,0.8322246597647805,0.3,0.0
Antigua and Barbuda,earthquake,1500.0,poor,0.9000000000000001,0.22474146243250406,0.0
Antigua and Barbuda,earthquake,1500.0,nonpoor,0.9000000000000001,0.3099882240448331,0.0
Antigua and Barbuda,earthquake,2000.0,poor,0.0,0.21750000000000005,0.0
Antigua and Barbuda,earthquake,2000.0,nonpoor,0.0,0.3,0.0
Antigua and Barbuda,surge,1.0,poor,0.023523352104852836,0.21750000000000005,0.4
Antigua and Barbuda,surge,1.0,nonpoor,0.023523352104852836,0.3,0.4
Antigua and Barbuda,surge,20.0,poor,0.3251242391399791,0.21750000000000005,0.4
Antigua and Barbuda,surge,20.0,nonpoor,0.3251242391399791,0.3,0.4
Antigua and Barbuda,surge,50.0,poor,0.6107835878577983,0.21750000000000005,0.4
Antigua and Barbuda,surge,50.0,nonpoor,0.6107835878577983,0.3,0.4
Antigua and Barbuda,surge,100.0,poor,0.8666539706968728,0.21750000000000005,0.4
Antigua and Barbuda,surge,100.0,nonpoor,0.8666539706968728,0.3,0.4
Antigua and Barbuda,surge,250.0,poor,0.9,0.2926137060080089,0.4
Antigua and Barbuda,surge,250.0,nonpoor,0.9,0.4036051117351846,0.4
Antigua and Barbuda,surge,500.0,poor,0.9,0.3326433303267111,0.4
Antigua and Barbuda,surge,500.0,nonpoor,0.9,0.45881838665753244,0.4
Antigua and Barbuda,surge,1000.0,poor,0.9,0.3870868739849524,0.4
Antigua and Barbuda,surge,1000.0,nonpoor,0.9,0.5339129296344169,0.4
Antigua and Barbuda,surge,1500.0,poor,0.9,0.3961183468218263,0.4
Antigua and Barbuda,surge,1500.0,nonpoor,0.9,0.5463701335473464,0.4
Antigua and Barbuda,surge,2000.0,poor,1.5889401989027298e-14,0.21750000000000005,0.4
Antigua and Barbuda,surge,2000.0,nonpoor,1.5889401989027298e-14,0.3,0.4
Antigua and Barbuda,tsunami,1.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,1.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,20.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,20.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,50.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,50.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,100.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,100.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,250.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,250.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,tsunami,500.0,poor,0.001807831590184256,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,500.0,nonpoor,0.001807831590184256,0.3,0.4
Antigua and Barbuda,tsunami,1000.0,poor,0.007794901390875437,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,1000.0,nonpoor,0.007794901390875437,0.3,0.4
Antigua and Barbuda,tsunami,1500.0,poor,0.013628268910619778,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,1500.0,nonpoor,0.013628268910619778,0.3,0.4
Antigua and Barbuda,tsunami,2000.0,poor,0.06084658550498696,0.21750000000000005,0.4
Antigua and Barbuda,tsunami,2000.0,nonpoor,0.06084658550498696,0.3,0.4
Antigua and Barbuda,wind,1.0,poor,0.0640874719323447,0.21750000000000005,0.4
Antigua and Barbuda,wind,1.0,nonpoor,0.0640874719323447,0.3,0.4
Antigua and Barbuda,wind,20.0,poor,0.6416484697031708,0.21750000000000005,0.4
Antigua and Barbuda,wind,20.0,nonpoor,0.6416484697031708,0.3,0.4
Antigua and Barbuda,wind,50.0,poor,0.9,0.540572385921282,0.4
Antigua and Barbuda,wind,50.0,nonpoor,0.9,0.7456170840293543,0.4
Antigua and Barbuda,wind,100.0,poor,0.9,0.6746948870575218,0.4
Antigua and Barbuda,wind,100.0,nonpoor,0.9,0.9306136373207194,0.4
Antigua and Barbuda,wind,250.0,poor,0.9,0.7639872512860902,0.4
Antigua and Barbuda,wind,250.0,nonpoor,0.9,0.99,0.4
Antigua and Barbuda,wind,500.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,wind,500.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,wind,1000.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,wind,1000.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,wind,1500.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,wind,1500.0,nonpoor,0.0,0.3,0.4
Antigua and Barbuda,wind,2000.0,poor,0.0,0.21750000000000005,0.4
Antigua and Barbuda,wind,2000.0,nonpoor,0.0,0.3,0.4
Argentina,earthquake,1.0,poor,0.0014584170440166842,0.3973657374999999,0.0
Argentina,earthquake,1.0,nonpoor,0.0014584170440166842,0.6999999999999998,0.0
Argentina,earthquake,20.0,poor,0.006165198483059586,0.3973657374999999,0.0
Argentina,earthquake,20.0,nonpoor,0.006165198483059586,0.6999999999999998,0.0
Argentina,earthquake,50.0,poor,0.012445583700247686,0.3973657374999999,0.0
Argentina,earthquake,50.0,nonpoor,0.012445583700247686,0.6999999999999998,0.0
Argentina,earthquake,100.0,poor,0.018555809094622427,0.3973657374999999,0.0
Argentina,earthquake,100.0,nonpoor,0.018555809094622427,0.6999999999999998,0.0
Argentina,earthquake,250.0,poor,0.027715809907740568,0.3973657374999999,0.0
Argentina,earthquake,250.0,nonpoor,0.027715809907740568,0.6999999999999998,0.0
Argentina,earthquake,500.0,poor,0.03482874021914427,0.3973657374999999,0.0
Argentina,earthquake,500.0,nonpoor,0.03482874021914427,0.6999999999999998,0.0
Argentina,earthquake,1000.0,poor,0.042011116700482826,0.3973657374999999,0.0
Argentina,earthquake,1000.0,nonpoor,0.042011116700482826,0.6999999999999998,0.0
Argentina,earthquake,1500.0,poor,0.04623062659362199,0.3973657374999999,0.0
Argentina,earthquake,1500.0,nonpoor,0.04623062659362199,0.6999999999999998,0.0
Argentina,earthquake,2000.0,poor,0.0,0.3973657374999999,0.0
Argentina,earthquake,2000.0,nonpoor,0.0,0.6999999999999998,0.0
Argentina,flood,1.0,poor,0.0007207409287518187,0.3973657374999999,0.8
Argentina,flood,1.0,nonpoor,0.0007207409287518187,0.6999999999999998,0.8
Argentina,flood,20.0,poor,0.005353310316517994,0.3973657374999999,0.8
Argentina,flood,20.0,nonpoor,0.005353310316517994,0.6999999999999998,0.8
Argentina,flood,50.0,poor,0.009955458960208502,0.3973657374999999,0.8
Argentina,flood,50.0,nonpoor,0.009955458960208502,0.6999999999999998,0.8
Argentina,flood,100.0,poor,0.014263212837067711,0.3973657374999999,0.8
Argentina,flood,100.0,nonpoor,0.014263212837067711,0.6999999999999998,0.8
Argentina,flood,250.0,poor,0.021325893836098796,0.3973657374999999,0.8
Argentina,flood,250.0,nonpoor,0.021325893836098796,0.6999999999999998,0.8
Argentina,flood,500.0,poor,0.028177181138767837,0.3973657374999999,0.8
Argentina,flood,500.0,nonpoor,0.028177181138767837,0.6999999999999998,0.8
