country,hazard,rp,income_cat,fa,v,shew
Albania,earthquake,1.0,nonpoor,0.0020955338259035583,0.3514999999999999,0.0
Albania,earthquake,1.0,poor,0.0020955338259035583,0.6999999999999998,0.0
Albania,earthquake,20.0,nonpoor,0.006764179828878604,0.3514999999999999,0.0
Albania,earthquake,20.0,poor,0.006764179828878604,0.6999999999999998,0.0
Albania,earthquake,50.0,nonpoor,0.01433229169272364,0.3514999999999999,0.0
Albania,earthquake,50.0,poor,0.01433229169272364,0.6999999999999998,0.0
Albania,earthquake,100.0,nonpoor,0.02667256606549561,0.3514999999999999,0.0
Albania,earthquake,100.0,poor,0.02667256606549561,0.6999999999999998,0.0
Albania,earthquake,250.0,nonpoor,0.05286289141251956,0.3514999999999999,0.0
Albania,earthquake,250.0,poor,0.05286289141251956,0.6999999999999998,0.0
Albania,earthquake,500.0,nonpoor,0.08457829909302525,0.3514999999999999,0.0
Albania,earthquake,500.0,poor,0.08457829909302525,0.6999999999999998,0.0
Albania,earthquake,1000.0,nonpoor,0.12883325832435336,0.3514999999999999,0.0
Albania,earthquake,1000.0,poor,0.12883325832435336,0.6999999999999998,0.0
Albania,earthquake,1500.0,nonpoor,0.16131727755212824,0.3514999999999999,0.0
Albania,earthquake,1500.0,poor,0.16131727755212824,0.6999999999999998,0.0
Albania,earthquake,2000.0,nonpoor,1.1342739887998302e-15,0.3514999999999999,0.0
Albania,earthquake,2000.0,poor,1.1342739887998302e-15,0.6999999999999998,0.0
Albania,flood,1.0,nonpoor,0.0005897116804037444,0.3514999999999999,0.0
Albania,flood,1.0,poor,0.0005410531253117085,0.6999999999999998,0.0
Albania,flood,20.0,nonpoor,0.01287460147028346,0.3514999999999999,0.0
Albania,flood,20.0,poor,0.011812286570058167,0.6999999999999998,0.0
Albania,flood,50.0,nonpoor,0.028785919638326787,0.3514999999999999,0.0
Albania,flood,50.0,poor,0.026410722905514127,0.6999999999999998,0.0
Albania,flood,100.0,nonpoor,0.036805707589828936,0.3514999999999999,0.0
Albania,flood,100.0,poor,0.03360348104307733,0.6999999999999998,0.0
Albania,flood,250.0,nonpoor,0.06486660897580113,0.3514999999999999,0.0
Albania,flood,250.0,poor,0.05922298490599876,0.6999999999999998,0.0
Albania,flood,500.0,nonpoor,0.07578819894438166,0.3514999999999999,0.0
Albania,flood,500.0,poor,0.06919435797561686,0.6999999999999998,0.0
Albania,flood,1000.0,nonpoor,0.08832998999542896,0.3514999999999999,0.0
Albania,flood,1000.0,poor,0.08064496891147535,0.6999999999999998,0.0
Albania,flood,1500.0,nonpoor,0.094377909070014,0.3514999999999999,0.0
Albania,flood,1500.0,poor,0.08616669766718188,0.6999999999999998,0.0
Albania,flood,2000.0,nonpoor,5.771803400006057e-16,0.3514999999999999,0.0
Albania,flood,2000.0,poor,5.269636119971528e-16,0.6999999999999998,0.0
Albania,surge,1.0,nonpoor,,0.3514999999999999,0.0
Albania,surge,1.0,poor,,0.6999999999999998,0.0
Albania,surge,20.0,nonpoor,,0.3514999999999999,0.0
Albania,surge,20.0,poor,,0.6999999999999998,0.0
Albania,surge,50.0,nonpoor,,0.3514999999999999,0.0
Albania,surge,50.0,poor,,0.6999999999999998,0.0
