country,hazard,rp,income_cat,fa,shew,v
Albania,earthquake,1.0,nonpoor,0.00215386785003,0.0,0.381696582634
Albania,earthquake,20.0,nonpoor,0.00695247639774,0.0,0.138219233373
Albania,earthquake,50.0,nonpoor,0.0147312641355,0.0,0.257338336612
Albania,earthquake,100.0,nonpoor,0.0254246325132,0.0,0.315217806382
Albania,earthquake,250.0,nonpoor,0.0503895869805,0.0,0.355630532271
Albania,earthquake,500.0,nonpoor,0.0806211208834,0.0,0.370128236943
Albania,earthquake,1000.0,nonpoor,0.122805516362,0.0,0.377558315669
Albania,earthquake,1500.0,nonpoor,0.153769700663,0.0,0.380054960976
Albania,earthquake,2000.0,nonpoor,1.08120453292e-15,0.0,0.381168232754
Albania,flood,1.0,nonpoor,0.000594876537214,0.0,0.384084924841
Albania,flood,20.0,nonpoor,0.0129873607649,0.0,0.138394934333
Albania,flood,50.0,nonpoor,0.0290380346261,0.0,0.257639030657
Albania,flood,100.0,nonpoor,0.035083673148,0.0,0.315340841115
Albania,flood,250.0,nonpoor,0.0618316847183,0.0,0.355695903353
Albania,flood,500.0,nonpoor,0.0722422845357,0.0,0.370103378868
Albania,flood,1000.0,nonpoor,0.0841972808322,0.0,0.377499955582
Albania,flood,1500.0,nonpoor,0.0899622349639,0.0,0.379990256813
Albania,flood,2000.0,nonpoor,5.50175712466e-16,0.0,0.381168232754
Albania,surge,1.0,nonpoor,0.0,0.0,0.385
Albania,surge,20.0,nonpoor,0.0,0.0,0.138017080127
Albania,surge,50.0,nonpoor,0.0,0.0,0.257029069126
Albania,surge,100.0,nonpoor,0.0,0.0,0.314894170975
Albania,surge,250.0,nonpoor,0.0,0.0,0.355342781872
Albania,surge,500.0,nonpoor,0.0,0.0,0.369889118455
Albania,surge,1000.0,nonpoor,0.0,0.0,0.377372712959
Albania,surge,1500.0,nonpoor,0.0,0.0,0.379899048101
Albania,surge,2000.0,nonpoor,0.0,0.0,0.381168232754
Albania,tsunami,1.0,nonpoor,0.0,0.0,0.385
Albania,tsunami,20.0,nonpoor,0.0,0.0,0.138017080127
Albania,tsunami,50.0,nonpoor,0.0,0.0,0.257029069126
Albania,tsunami,100.0,nonpoor,0.0,0.0,0.314894170975
Albania,tsunami,250.0,nonpoor,0.0,0.0,0.355342781872
Albania,tsunami,500.0,nonpoor,0.0,0.0,0.369889118455
Albania,tsunami,1000.0,nonpoor,0.0,0.0,0.377372712959
Albania,tsunami,1500.0,nonpoor,0.0,0.0,0.379899048101
Albania,tsunami,2000.0,nonpoor,0.0,0.0,0.381168232754
Albania,wind,1.0,nonpoor,0.0,0.0,0.385
Albania,wind,20.0,nonpoor,0.0,0.0,0.138017080127
Albania,wind,50.0,nonpoor,0.0,0.0,0.257029069126
Albania,wind,100.0,nonpoor,0.0,0.0,0.314894170975
Albania,wind,250.0,nonpoor,0.0,0.0,0.355342781872
Albania,wind,500.0,nonpoor,0.0,0.0,0.369889118455
Albania,wind,1000.0,nonpoor,0.0,0.0,0.377372712959
Albania,wind,1500.0,nonpoor,0.0,0.0,0.379899048101
Albania,wind,2000.0,nonpoor,0.0,0.0,0.381168232754
Albania,earthquake,1.0,poor,0.00215386785003,0.0,0.561143547457
Albania,earthquake,20.0,poor,0.00695247639774,0.0,0.203200223608
Albania,earthquake,50.0,poor,0.0147312641355,0.0,0.378320775383
Albania,earthquake,100.0,poor,0.0254246325132,0.0,0.463411112759
Albania,earthquake,250.0,poor,0.0503895869805,0.0,0.522823068222
Albania,earthquake,500.0,poor,0.0806211208834,0.0,0.544136576908
Albania,earthquake,1000.0,poor,0.122805516362,0.0,0.55505975758
Albania,earthquake,1500.0,poor,0.153769700663,0.0,0.558730150422
Albania,earthquake,2000.0,poor,1.08120453292e-15,0.0,0.560366804516
Albania,flood,1.0,poor,0.000543120177556,0.0,0.564771643975
Albania,flood,20.0,poor,0.011857414511,0.0,0.20341013951
Albania,flood,50.0,poor,0.0265116230602,0.0,0.37868473642
Albania,flood,100.0,poor,0.0320312696794,0.0,0.463534822659
Albania,flood,250.0,poor,0.0564521097773,0.0,0.522873986215
Albania,flood,500.0,poor,0.0659569506436,0.0,0.54407262013
Albania,flood,1000.0,poor,0.0768718200409,0.0,0.554957683136
Albania,flood,1500.0,poor,0.0821352028031,0.0,0.558623359498
Albania,flood,2000.0,poor,5.0230848243e-16,0.0,0.560366804516
Albania,surge,1.0,poor,0.0,0.0,0.566
Albania,surge,20.0,poor,0.0,0.0,0.202903032083
Albania,surge,50.0,poor,0.0,0.0,0.377866112013
Albania,surge,100.0,poor,0.0,0.0,0.46293532668
Albania,surge,250.0,poor,0.0,0.0,0.522400037764
Albania,surge,500.0,poor,0.0,0.0,0.543785041677
Albania,surge,1000.0,poor,0.0,0.0,0.554786897494
Albania,surge,1500.0,poor,0.0,0.0,0.558500938247
Albania,surge,2000.0,poor,0.0,0.0,0.560366804516
Albania,tsunami,1.0,poor,0.0,0.0,0.566
Albania,tsunami,20.0,poor,0.0,0.0,0.202903032083
Albania,tsunami,50.0,poor,0.0,0.0,0.377866112013
Albania,tsunami,100.0,poor,0.0,0.0,0.46293532668
Albania,tsunami,250.0,poor,0.0,0.0,0.522400037764
Albania,tsunami,500.0,poor,0.0,0.0,0.543785041677
Albania,tsunami,1000.0,poor,0.0,0.0,0.554786897494
Albania,tsunami,1500.0,poor,0.0,0.0,0.558500938247
Albania,tsunami,2000.0,poor,0.0,0.0,0.560366804516
Albania,wind,1.0,poor,0.0,0.0,0.566
Albania,wind,20.0,poor,0.0,0.0,0.202903032083
Albania,wind,50.0,poor,0.0,0.0,0.377866112013
Albania,wind,100.0,poor,0.0,0.0,0.46293532668
Albania,wind,250.0,poor,0.0,0.0,0.522400037764
Albania,wind,500.0,poor,0.0,0.0,0.543785041677
Albania,wind,1000.0,poor,0.0,0.0,0.554786897494
Albania,wind,1500.0,poor,0.0,0.0,0.558500938247
Albania,wind,2000.0,poor,0.0,0.0,0.560366804516
Algeria,earthquake,1.0,nonpoor,0.00588843282212,0.0,0.0976707935607
Algeria,earthquake,20.0,nonpoor,0.0231717774287,0.0,0.0360238771342
Algeria,earthquake,50.0,nonpoor,0.0446897561251,0.0,0.0670047726417
Algeria,earthquake,100.0,nonpoor,0.069024904042,0.0,0.0820191010278
Algeria,earthquake,250.0,nonpoor,0.113191416906,0.0,0.0924647981363
