country,income_cat,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,wprime,dWref,dWtot_currency,risk,resilience,risk_to_assets,income_losses_pre,income_losses_post
Albania,nonpoor,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1,0.17475920840499998,45.92132191515618,132074359.88150257,5.515690757550078e-07,1.5863683703480536,0.0,0.09645449,12940.250683933264,45.79196675787081,51.211331296454304,51.211331296454304,45.92132191515618,5.515690757550078e-07,0.001694601038525589,1.099796394883797,0.0,19.009674647681045,0.0,70385.98354829605,1.0,0.0,0.17765110199999998,0.3849999999999996,0.3849999999999996,45.43710049459195,1.2139178551251462e-08,5.574471260375776e-07,130681690.1695964,0.0040000368772170145,1.010656961278193,0.00404266511532886,5.290009381298127,5.290009381298127
Albania,poor,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1,0.17475920840499998,21.88952742635732,62956491.72047371,1.1411222228704878e-06,3.2819827663200334,0.0,0.04461802999999999,5034.84926426694,22.406948055498795,25.058754219491103,25.058754219491103,21.88952742635732,1.1411222228704878e-06,0.0015471647633643131,0.6008144204648119,0.0,18.19445535604868,0.0,24996.74090361006,1.0,0.0,0.24835010100000005,0.5660000000000001,0.5660000000000001,94.00324890623232,1.2139178551251462e-08,2.657208818310674e-07,270362838.18246365,0.008275538229995414,0.2328592647706463,0.001927035747818108,3.1692267931337845,3.1692267931337845
Albania,total,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1,0.17475920840499998,41.114963017396406,118250786.2492968,6.694797051781038e-07,1.9254912495424492,0.0,0.08608719800000002,11359.170399999997,41.11496301739641,45.98081588106168,45.98081588106168,41.114963017396406,6.694797051781038e-07,0.0016651137834933342,1.0000000000000004,0.0,18.84663078935458,0.0,61308.135019358895,1.0,0.0,0.19179090180000005,0.42119999999999996,0.42119999999999996,55.15033017692002,1.2139178551251462e-08,4.991018771962755e-07,158617919.77216986,0.004855137147772695,0.7455071054969439,0.00361953924182671,4.865852863665275,4.865852863665275
Algeria,nonpoor,13921.180019999998,13974.66622,40606052,0.094,0.71304,3843.752322,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1,0.12955854598878927,5.852168471068913,237633457.24898475,6.016104186288054e-08,2.442902394258304,4.795554407428832,0.16478049999999994,15772.139217521317,6.122960734078402,8.082753203660795,7.447010979740925,5.852168471068913,6.016104186288054e-08,0.0012045664476821813,1.0578010979238386,4.395612473244972,9.399675623312755,3.7598702493251035,55208.174336855736,1.0,0.6000000000000002,0.13585115994856617,0.09999999999999999,0.08800000000000002,6.723942070130032,8.947287355454137e-09,5.2361032963182246e-08,273032741.3446877,0.0004830008706496156,0.8703478420889696,0.0004203787654969865,1.5948425086720128,2.2305847325918826
Algeria,poor,13921.180019999998,13974.66622,40606052,0.094,0.71304,3843.752322,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1,0.12955854598878927,13.053723562876678,530060177.7877957,3.509068414940223e-07,14.24894145286203,19.182217629715332,0.10180030000000004,6517.343229914717,11.970554510838715,12.016139801466341,14.559108697145813,13.053723562876678,3.509068414940223e-07,0.00134133849410906,0.7687956083046443,1.599767736735438,10.356841581037292,4.142736632414917,20092.82134076905,1.0,0.6000000000000002,0.2379088425041308,0.5503923999999999,0.484345312,39.21935526974157,8.947287355454137e-09,1.1679541577572023e-07,1592543179.4896002,0.0028172435966919976,0.3328388106611191,0.0009376880080656179,1.505385134269135,-1.0375837614103371
Algeria,total,13921.180019999998,13974.66622,40606052,0.094,0.71304,3843.752322,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1,0.12955854598878927,7.292479489430467,296118801.356747,1.1831020178910888e-07,4.804110205979049,3.836443525943066,0.15218446000000005,13921.180019999998,7.292479489430466,8.869430523221906,8.869430523221906,7.292479489430467,1.1831020178910888e-07,0.001231920856967557,0.9999999999999999,3.8364435259430656,9.591108814857664,3.8364435259430665,48185.103737638434,1.0,0.6000000000000002,0.1562626964596792,0.19007848000000002,0.16726906240000003,13.223024710052337,8.947287355454137e-09,6.524790952568985e-08,536934828.9736701,0.0009498494158580919,0.5514985904765508,0.0005238406140107129,1.5769510337914392,1.5769510337914392
Angola,nonpoor,5984.640422,6024.726138,28813463,0.054000000000000006,0.44819,3110.808183,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1,0.10613230399367693,8.275243947432967,238438435.2953337,3.0055872924444723e-07,8.660137824411898,0.0,0.22208069999999996,7083.453418603517,8.330646617335296,11.261288240544967,11.261288240544967,8.275243947432967,3.0055872924444723e-07,0.0007207211457391656,1.17326260197662,0.0,0.882730149931556,0.0,16402.706008628436,1.0,0.0,0.12636364229921868,0.6999999999999997,0.6999999999999997,9.468024908391861,3.17446069431071e-08,2.626943664695856e-07,272806585.3810273,0.0015820540986199723,0.8740200862904693,0.001382747059792019,2.986044293112,2.986044293112
Angola,poor,5984.640422,6024.726138,28813463,0.054000000000000006,0.44819,3110.808183,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1,0.10613230399367693,4.018835814044718,115796577.03105235,1.2319609729083222e-06,35.49706191033794,0.0,0.04025879999999999,1589.388435585927,3.7972251344354033,5.133052536898659,5.133052536898659,4.018835814044718,1.2319609729083222e-06,0.0037292360201549505,0.3069495920935197,0.0,2.169555732252098,0.0,3592.1886702125234,1.0,0.0,0.14478759478918546,0.30000000000000004,0.30000000000000004,38.80851242279519,3.17446069431071e-08,1.2757636328573142e-07,1118207636.7792494,0.006484685743212257,0.10355552334142419,0.0006715250258430176,1.114216722853941,1.114216722853941
Angola,total,5984.640422,6024.726138,28813463,0.054000000000000006,0.44819,3110.808183,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1,0.10613230399367693,7.423962320755319,213910063.6424775,4.868391779772223e-07,14.027522641597109,0.0,0.18571632000000005,5984.640422,7.4239623207553205,10.03564109981571,10.03564109981571,7.423962320755319,4.868391779772223e-07,0.001322424120622323,1.0,0.0,1.1400952663956645,0.0,13840.60254094526,1.0,0.0,0.13004843279721207,0.6199999999999999,0.6199999999999999,15.336122411272529,3.17446069431071e-08,2.356707658328148e-07,441886795.6606718,0.0025625804275384296,0.4840834026793158,0.001240502653002219,2.611678779060391,2.611678779060391
Antigua and Barbuda,nonpoor,21013.01763,20777.613080000006,100963,0.0103,0.23393000000000005,14353.37881,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086056,1,0.12371490701349915,0.0,0.0,0.0,0.0,0.0,0.153,25995.11603557294,0.0,0.0,0.0,0.0,0.0,0.0,1.2250982599464189,0.0,0.0,0.0,65006.56469537087,1.0,0.3999999999999999,0.1376634702951206,0.2175,0.20010000000000014,0.0,4.823919041996305e-09,0.0,0.0,0.0,,,0.0,0.0
